datetime,temp,atemp,humidity,windspeed,season=Inverno,season=Primavera,weather=Neblina,weather=Neve/Chuvoso,count
2011-01-02 02:00:00,0.4081632653061224,0.45754558675467055,1.0,0.33337251675091106,0.0,1.0,1.0,0.0,0.00819672131147541
2011-01-02 03:00:00,0.4489795918367347,0.4914419957489652,0.94,0.22804749030210414,0.0,1.0,1.0,0.0,0.005122950819672131
2011-01-02 04:00:00,0.4489795918367347,0.4914419957489652,0.94,0.22804749030210414,0.0,1.0,1.0,0.0,0.0020491803278688526
2011-01-02 05:00:00,0.4489795918367347,0.4914419957489652,0.94,0.22804749030210414,0.0,1.0,1.0,0.0,0.0020491803278688526
2011-01-02 06:00:00,0.4081632653061224,0.45754558675467055,0.77,0.35088750440813454,0.0,1.0,0.0,1.0,0.0010245901639344263
2011-01-02 07:00:00,0.3877551020408163,0.44065331692583054,0.76,0.22804749030210414,0.0,1.0,1.0,0.0,0.0
2011-01-02 08:00:00,0.3877551020408163,0.44065331692583054,0.71,0.2631950158692841,0.0,1.0,0.0,1.0,0.007172131147540984
2011-01-02 09:00:00,0.3673469387755102,0.42364917776037586,0.76,0.2631950158692841,0.0,1.0,1.0,0.0,0.0194672131147541
2011-01-02 10:00:00,0.3469387755102041,0.37286049893724127,0.81,0.2631950158692841,0.0,1.0,1.0,0.0,0.05327868852459016
2011-01-02 11:00:00,0.3469387755102041,0.35585635977178653,0.71,0.2982249911837311,0.0,1.0,1.0,0.0,0.0706967213114754
2011-01-02 12:00:00,0.3469387755102041,0.35585635977178653,0.66,0.35088750440813454,0.0,1.0,1.0,0.0,0.0942622950819672
2011-01-02 13:00:00,0.3469387755102041,0.37286049893724127,0.66,0.15786998942047728,0.0,1.0,1.0,0.0,0.07581967213114754
2011-01-02 14:00:00,0.3469387755102041,0.37286049893724127,0.76,0.22804749030210414,0.0,1.0,0.0,1.0,0.05942622950819672
2011-01-02 15:00:00,0.32653061224489793,0.35585635977178653,0.81,0.19301751498765723,0.0,1.0,0.0,1.0,0.07479508196721311
2011-01-02 16:00:00,0.32653061224489793,0.35585635977178653,0.71,0.19301751498765723,0.0,1.0,0.0,1.0,0.07684426229508197
2011-01-02 17:00:00,0.32653061224489793,0.35585635977178653,0.57,0.22804749030210414,0.0,1.0,0.0,0.0,0.06557377049180328
2011-01-02 18:00:00,0.3469387755102041,0.35585635977178653,0.46,0.38603502997531447,0.0,1.0,1.0,0.0,0.05327868852459016
2011-01-02 19:00:00,0.3061224489795918,0.30506768094865194,0.42,0.5263900317385682,0.0,1.0,0.0,0.0,0.02971311475409836
2011-01-02 20:00:00,0.28571428571428575,0.2880635417831972,0.39,0.42106500528976143,0.0,1.0,0.0,0.0,0.02151639344262295
2011-01-02 21:00:00,0.24489795918367346,0.23727486296006264,0.44,0.38603502997531447,0.0,1.0,0.0,0.0,0.030737704918032786
2011-01-02 22:00:00,0.22448979591836735,0.2202707237946079,0.44,0.35088750440813454,0.0,1.0,0.0,0.0,0.00819672131147541
2011-01-02 23:00:00,0.2040816326530612,0.23727486296006264,0.47,0.19301751498765723,0.0,1.0,0.0,0.0,0.007172131147540984
2011-01-03 00:00:00,0.2040816326530612,0.20337845396576798,0.44,0.42106500528976143,0.0,1.0,0.0,0.0,0.004098360655737705
2011-01-03 01:00:00,0.18367346938775508,0.16948204497147334,0.44,0.4912425061713883,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-03 02:00:00,0.18367346938775508,0.16948204497147334,0.44,0.4912425061713883,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-03 03:00:00,0.18367346938775508,0.16948204497147334,0.44,0.4912425061713883,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-03 04:00:00,0.14285714285714285,0.13558563597717865,0.47,0.4562125308569414,0.0,1.0,0.0,0.0,0.0
2011-01-03 05:00:00,0.14285714285714285,0.13558563597717865,0.47,0.33337251675091106,0.0,1.0,0.0,0.0,0.0020491803278688526
2011-01-03 06:00:00,0.12244897959183673,0.10168922698288399,0.5,0.4562125308569414,0.0,1.0,0.0,0.0,0.02971311475409836
2011-01-03 07:00:00,0.12244897959183673,0.13558563597717865,0.5,0.22804749030210414,0.0,1.0,0.0,0.0,0.06454918032786885
2011-01-03 08:00:00,0.12244897959183673,0.1185814968117239,0.5,0.33337251675091106,0.0,1.0,0.0,0.0,0.1567622950819672
2011-01-03 09:00:00,0.14285714285714285,0.13558563597717865,0.43,0.4562125308569414,0.0,1.0,0.0,0.0,0.08913934426229508
2011-01-03 10:00:00,0.16326530612244897,0.16948204497147334,0.43,0.2982249911837311,0.0,1.0,0.0,0.0,0.04405737704918033
2011-01-03 11:00:00,0.18367346938775508,0.18637431480031325,0.4,0.38603502997531447,0.0,1.0,0.0,0.0,0.05122950819672131
2011-01-03 12:00:00,0.2040816326530612,0.2202707237946079,0.35,0.35088750440813454,0.0,1.0,0.0,0.0,0.06147540983606557
2011-01-03 13:00:00,0.22448979591836735,0.2202707237946079,0.35,0.33337251675091106,0.0,1.0,0.0,0.0,0.06147540983606557
2011-01-03 14:00:00,0.24489795918367346,0.25416713278890257,0.3,0.33337251675091106,0.0,1.0,0.0,0.0,0.0778688524590164
2011-01-03 15:00:00,0.24489795918367346,0.25416713278890257,0.3,0.2982249911837311,0.0,1.0,0.0,0.0,0.07274590163934426
2011-01-03 16:00:00,0.24489795918367346,0.25416713278890257,0.3,0.2982249911837311,0.0,1.0,0.0,0.0,0.07684426229508197
2011-01-03 17:00:00,0.22448979591836735,0.23727486296006264,0.3,0.2631950158692841,0.0,1.0,0.0,0.0,0.1598360655737705
2011-01-03 18:00:00,0.22448979591836735,0.2711712719543573,0.32,0.12284001410603033,0.0,1.0,0.0,0.0,0.1598360655737705
2011-01-03 19:00:00,0.18367346938775508,0.2711712719543573,0.47,0.0,0.0,1.0,0.0,0.0,0.11168032786885246
2011-01-03 20:00:00,0.18367346938775508,0.23727486296006264,0.47,0.12284001410603033,0.0,1.0,0.0,0.0,0.05225409836065574
2011-01-03 21:00:00,0.16326530612244897,0.20337845396576798,0.64,0.15786998942047728,0.0,1.0,0.0,0.0,0.05225409836065574
2011-01-03 22:00:00,0.12244897959183673,0.15247790580601858,0.69,0.15786998942047728,0.0,1.0,0.0,0.0,0.0194672131147541
2011-01-03 23:00:00,0.16326530612244897,0.2202707237946079,0.55,0.12284001410603033,0.0,1.0,0.0,0.0,0.011270491803278689
2011-01-04 00:00:00,0.14285714285714285,0.18637431480031325,0.55,0.12284001410603033,0.0,1.0,0.0,0.0,0.004098360655737705
2011-01-04 01:00:00,0.14285714285714285,0.18637431480031325,0.59,0.12284001410603033,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-04 02:00:00,0.12244897959183673,0.15247790580601858,0.63,0.15786998942047728,0.0,1.0,0.0,0.0,0.0
2011-01-04 03:00:00,0.12244897959183673,0.15247790580601858,0.63,0.15786998942047728,0.0,1.0,0.0,0.0,0.0
2011-01-04 04:00:00,0.12244897959183673,0.18637431480031325,0.63,0.10532502644880687,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-04 05:00:00,0.1020408163265306,0.15247790580601858,0.68,0.12284001410603033,0.0,1.0,0.0,0.0,0.0030737704918032786
2011-01-04 06:00:00,0.1020408163265306,0.15247790580601858,0.74,0.12284001410603033,0.0,1.0,0.0,0.0,0.035860655737704916
2011-01-04 07:00:00,0.1020408163265306,0.15247790580601858,0.74,0.15786998942047728,0.0,1.0,0.0,0.0,0.09528688524590163
2011-01-04 08:00:00,0.12244897959183673,0.15247790580601858,0.69,0.19301751498765723,0.0,1.0,0.0,0.0,0.18237704918032788
2011-01-04 09:00:00,0.14285714285714285,0.15247790580601858,0.64,0.2631950158692841,0.0,1.0,0.0,0.0,0.1014344262295082
2011-01-04 10:00:00,0.14285714285714285,0.13558563597717865,0.69,0.38603502997531447,0.0,1.0,1.0,0.0,0.042008196721311473
2011-01-04 11:00:00,0.2040816326530612,0.2202707237946079,0.51,0.35088750440813454,0.0,1.0,0.0,0.0,0.05737704918032787
2011-01-04 12:00:00,0.2040816326530612,0.23727486296006264,0.51,0.19301751498765723,0.0,1.0,0.0,0.0,0.07889344262295082
2011-01-04 13:00:00,0.22448979591836735,0.23727486296006264,0.56,0.22804749030210414,0.0,1.0,0.0,0.0,0.09836065573770492
2011-01-04 14:00:00,0.24489795918367346,0.2711712719543573,0.52,0.2631950158692841,0.0,1.0,0.0,0.0,0.06352459016393443
2011-01-04 15:00:00,0.2653061224489796,0.2880635417831972,0.52,0.2982249911837311,0.0,1.0,0.0,0.0,0.06557377049180328
2011-01-04 16:00:00,0.28571428571428575,0.30506768094865194,0.49,0.2982249911837311,0.0,1.0,0.0,0.0,0.08401639344262295
2011-01-04 17:00:00,0.2653061224489796,0.2880635417831972,0.48,0.2631950158692841,0.0,1.0,0.0,0.0,0.21618852459016394
2011-01-04 18:00:00,0.24489795918367346,0.2711712719543573,0.48,0.22804749030210414,0.0,1.0,0.0,0.0,0.18545081967213115
2011-01-04 19:00:00,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603033,0.0,1.0,0.0,0.0,0.11372950819672131
2011-01-04 20:00:00,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603033,0.0,1.0,0.0,0.0,0.05430327868852459
2011-01-04 21:00:00,0.2040816326530612,0.2880635417831972,0.64,0.0,0.0,1.0,0.0,0.0,0.04815573770491803
2011-01-04 22:00:00,0.2040816326530612,0.2711712719543573,0.64,0.10532502644880687,0.0,1.0,0.0,0.0,0.03483606557377049
2011-01-04 23:00:00,0.18367346938775508,0.23727486296006264,0.69,0.10532502644880687,0.0,1.0,0.0,0.0,0.010245901639344262
2011-01-05 00:00:00,0.18367346938775508,0.2711712719543573,0.64,0.0,0.0,1.0,0.0,0.0,0.005122950819672131
2011-01-05 01:00:00,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,0.0,1.0,0.0,0.0,0.005122950819672131
2011-01-05 02:00:00,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-05 03:00:00,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-05 04:00:00,0.22448979591836735,0.23727486296006264,0.48,0.2631950158692841,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-05 05:00:00,0.2040816326530612,0.23727486296006264,0.47,0.19301751498765723,0.0,1.0,0.0,0.0,0.0020491803278688526
2011-01-05 06:00:00,0.18367346938775508,0.20337845396576798,0.47,0.2631950158692841,0.0,1.0,0.0,0.0,0.03278688524590164
2011-01-05 07:00:00,0.16326530612244897,0.18637431480031325,0.43,0.22804749030210414,0.0,1.0,0.0,0.0,0.08913934426229508
2011-01-05 08:00:00,0.18367346938775508,0.18637431480031325,0.4,0.35088750440813454,0.0,1.0,0.0,0.0,0.1987704918032787
2011-01-05 09:00:00,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,0.0,1.0,0.0,0.0,0.1168032786885246
2011-01-05 10:00:00,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,0.0,1.0,0.0,0.0,0.05737704918032787
2011-01-05 11:00:00,0.24489795918367346,0.23727486296006264,0.33,0.38603502997531447,0.0,1.0,0.0,0.0,0.04610655737704918
2011-01-05 12:00:00,0.24489795918367346,0.23727486296006264,0.33,0.38603502997531447,0.0,1.0,0.0,0.0,0.07991803278688525
2011-01-05 13:00:00,0.2653061224489796,0.2711712719543573,0.3,0.35088750440813454,0.0,1.0,0.0,0.0,0.07172131147540983
2011-01-05 14:00:00,0.28571428571428575,0.30506768094865194,0.28,0.22804749030210414,0.0,1.0,0.0,0.0,0.0625
2011-01-05 15:00:00,0.28571428571428575,0.30506768094865194,0.28,0.22804749030210414,0.0,1.0,0.0,0.0,0.0625
2011-01-05 16:00:00,0.28571428571428575,0.33896408994294663,0.28,0.10532502644880687,0.0,1.0,0.0,0.0,0.09016393442622951
2011-01-05 17:00:00,0.22448979591836735,0.23727486296006264,0.38,0.22804749030210414,0.0,1.0,0.0,0.0,0.19364754098360656
2011-01-05 18:00:00,0.22448979591836735,0.25416713278890257,0.38,0.15786998942047728,0.0,1.0,0.0,0.0,0.1721311475409836
2011-01-05 19:00:00,0.22448979591836735,0.2711712719543573,0.38,0.12284001410603033,0.0,1.0,0.0,0.0,0.13422131147540983
2011-01-05 20:00:00,0.2040816326530612,0.23727486296006264,0.47,0.19301751498765723,0.0,1.0,0.0,0.0,0.09016393442622951
2011-01-05 21:00:00,0.18367346938775508,0.20337845396576798,0.51,0.22804749030210414,0.0,1.0,0.0,0.0,0.0430327868852459
2011-01-05 22:00:00,0.16326530612244897,0.20337845396576798,0.55,0.15786998942047728,0.0,1.0,0.0,0.0,0.042008196721311473
2011-01-05 23:00:00,0.18367346938775508,0.2711712719543573,0.47,0.0,0.0,1.0,0.0,0.0,0.018442622950819672
2011-01-06 00:00:00,0.16326530612244897,0.25416713278890257,0.55,0.0,0.0,1.0,0.0,0.0,0.010245901639344262
2011-01-06 01:00:00,0.14285714285714285,0.23727486296006264,0.64,0.0,0.0,1.0,0.0,0.0,0.0030737704918032786
2011-01-06 02:00:00,0.14285714285714285,0.23727486296006264,0.64,0.0,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-06 03:00:00,0.14285714285714285,0.23727486296006264,0.64,0.0,0.0,1.0,0.0,0.0,0.0010245901639344263
2011-01-06 04:00:00,0.14285714285714285,0.20337845396576798,0.64,0.10532502644880687,0.0,1.0,1.0,0.0,0.0
2011-01-06 05:00:00,0.12244897959183673,0.18637431480031325,0.69,0.10532502644880687,0.0,1.0,1.0,0.0,0.0030737704918032786
2011-01-06 06:00:00,0.12244897959183673,0.16948204497147334,0.63,0.12284001410603033,0.0,1.0,1.0,0.0,0.035860655737704916
2011-01-06 07:00:00,0.14285714285714285,0.23727486296006264,0.59,0.0,0.0,1.0,1.0,0.0,0.09631147540983606
2011-01-06 08:00:00,0.14285714285714285,0.23727486296006264,0.59,0.0,0.0,1.0,0.0,0.0,0.22336065573770492
2011-01-06 09:00:00,0.16326530612244897,0.25416713278890257,0.51,0.0,0.0,1.0,1.0,0.0,0.12397540983606557
2011-01-06 10:00:00,0.18367346938775508,0.2711712719543573,0.47,0.0,0.0,1.0,0.0,0.0,0.045081967213114756
2011-01-06 11:00:00,0.2040816326530612,0.2711712719543573,0.44,0.10532502644880687,0.0,1.0,0.0,0.0,0.05942622950819672
2011-01-06 12:00:00,0.24489795918367346,0.30506768094865194,0.35,0.0,0.0,1.0,0.0,0.0,0.08504098360655737
2011-01-06 13:00:00,0.24489795918367346,0.2880635417831972,0.35,0.12284001410603033,0.0,1.0,0.0,0.0,0.06762295081967214
2011-01-06 14:00:00,0.2653061224489796,0.2880635417831972,0.36,0.19301751498765723,0.0,1.0,0.0,0.0,0.0706967213114754
2011-01-06 15:00:00,0.2653061224489796,0.2880635417831972,0.36,0.0,0.0,1.0,0.0,0.0,0.0625
2011-01-06 16:00:00,0.24489795918367346,0.2711712719543573,0.38,0.19301751498765723,0.0,1.0,0.0,0.0,0.08709016393442623
2011-01-06 17:00:00,0.2040816326530612,0.23727486296006264,0.51,0.19301751498765723,0.0,1.0,0.0,0.0,0.17520491803278687
2011-01-06 18:00:00,0.2040816326530612,0.23727486296006264,0.51,0.15786998942047728,0.0,1.0,0.0,0.0,0.16598360655737704
2011-01-06 19:00:00,0.2040816326530612,0.2711712719543573,0.55,0.10532502644880687,0.0,1.0,0.0,0.0,0.11372950819672131
2011-01-06 20:00:00,0.18367346938775508,0.2202707237946079,0.51,0.19301751498765723,0.0,1.0,0.0,0.0,0.06967213114754098
2011-01-06 21:00:00,0.2040816326530612,0.2202707237946079,0.55,0.2631950158692841,0.0,1.0,1.0,0.0,0.04815573770491803
2011-01-06 22:00:00,0.2040816326530612,0.2202707237946079,0.51,0.33337251675091106,0.0,1.0,1.0,0.0,0.05225409836065574
2011-01-06 23:00:00,0.18367346938775508,0.20337845396576798,0.59,0.22804749030210414,0.0,1.0,1.0,0.0,0.022540983606557378
2011-01-07 00:00:00,0.18367346938775508,0.20337845396576798,0.64,0.22804749030210414,0.0,1.0,1.0,0.0,0.01639344262295082
2011-01-07 01:00:00,0.18367346938775508,0.20337845396576798,0.69,0.2631950158692841,0.0,1.0,1.0,0.0,0.006147540983606557
2011-01-07 02:00:00,0.18367346938775508,0.20337845396576798,0.69,0.2631950158692841,0.0,1.0,1.0,0.0,0.0
2011-01-07 03:00:00,0.18367346938775508,0.20337845396576798,0.69,0.2631950158692841,0.0,1.0,1.0,0.0,0.0
2011-01-07 04:00:00,0.18367346938775508,0.2202707237946079,0.69,0.15786998942047728,0.0,1.0,1.0,0.0,0.0
2011-01-07 05:00:00,0.2040816326530612,0.2880635417831972,0.55,0.0,0.0,1.0,0.0,1.0,0.004098360655737705
2011-01-07 06:00:00,0.18367346938775508,0.2711712719543573,0.69,0.0,0.0,1.0,1.0,0.0,0.03381147540983607
2011-01-07 07:00:00,0.18367346938775508,0.2202707237946079,0.69,0.15786998942047728,0.0,1.0,0.0,0.0,0.08504098360655737
2011-01-07 08:00:00,0.18367346938775508,0.20337845396576798,0.51,0.2982249911837311,0.0,1.0,0.0,0.0,0.21413934426229508
2011-01-07 09:00:00,0.18367346938775508,0.18637431480031325,0.47,0.35088750440813454,0.0,1.0,0.0,0.0,0.1362704918032787
2011-01-07 10:00:00,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,0.0,1.0,0.0,0.0,0.06352459016393443
2011-01-07 11:00:00,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692841,0.0,1.0,1.0,0.0,0.06762295081967214
2011-01-07 12:00:00,0.18367346938775508,0.20337845396576798,0.37,0.2982249911837311,0.0,1.0,1.0,0.0,0.05942622950819672
2011-01-07 13:00:00,0.18367346938775508,0.18637431480031325,0.37,0.33337251675091106,0.0,1.0,1.0,0.0,0.07377049180327869
2011-01-07 14:00:00,0.18367346938775508,0.20337845396576798,0.4,0.2982249911837311,0.0,1.0,1.0,0.0,0.050204918032786885
2011-01-07 15:00:00,0.18367346938775508,0.2202707237946079,0.37,0.19301751498765723,0.0,1.0,1.0,0.0,0.07274590163934426
2011-01-07 16:00:00,0.18367346938775508,0.2202707237946079,0.37,0.19301751498765723,0.0,1.0,1.0,0.0,0.08811475409836066
2011-01-07 17:00:00,0.18367346938775508,0.2711712719543573,0.37,0.0,0.0,1.0,1.0,0.0,0.19057377049180327
2011-01-07 18:00:00,0.18367346938775508,0.23727486296006264,0.4,0.10532502644880687,0.0,1.0,0.0,0.0,0.125
2011-01-07 19:00:00,0.14285714285714285,0.20337845396576798,0.55,0.10532502644880687,0.0,1.0,0.0,0.0,0.09631147540983606
2011-01-07 20:00:00,0.16326530612244897,0.2202707237946079,0.47,0.12284001410603033,0.0,1.0,0.0,0.0,0.05122950819672131
2011-01-07 21:00:00,0.16326530612244897,0.20337845396576798,0.47,0.15786998942047728,0.0,1.0,0.0,0.0,0.0389344262295082
2011-01-07 22:00:00,0.16326530612244897,0.20337845396576798,0.43,0.19301751498765723,0.0,1.0,1.0,0.0,0.035860655737704916
2011-01-07 23:00:00,0.16326530612244897,0.20337845396576798,0.51,0.19301751498765723,0.0,1.0,1.0,0.0,0.014344262295081968
2011-01-08 00:00:00,0.16326530612244897,0.20337845396576798,0.51,0.19301751498765723,0.0,1.0,1.0,0.0,0.02459016393442623
2011-01-08 01:00:00,0.16326530612244897,0.2202707237946079,0.55,0.10532502644880687,0.0,1.0,1.0,0.0,0.015368852459016393
2011-01-08 02:00:00,0.16326530612244897,0.25416713278890257,0.55,0.0,0.0,1.0,1.0,0.0,0.015368852459016393
2011-01-08 03:00:00,0.16326530612244897,0.20337845396576798,0.55,0.19301751498765723,0.0,1.0,0.0,1.0,0.006147540983606557
2011-01-08 04:00:00,0.16326530612244897,0.20337845396576798,0.55,0.19301751498765723,0.0,1.0,0.0,1.0,0.0
2011-01-08 05:00:00,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765723,0.0,1.0,1.0,0.0,0.004098360655737705
2011-01-08 06:00:00,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765723,0.0,1.0,1.0,0.0,0.0010245901639344263
2011-01-08 07:00:00,0.14285714285714285,0.18637431480031325,0.74,0.12284001410603033,0.0,1.0,1.0,0.0,0.00819672131147541
2011-01-08 08:00:00,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603033,0.0,1.0,0.0,1.0,0.014344262295081968
2011-01-08 09:00:00,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603033,0.0,1.0,0.0,1.0,0.0194672131147541
2011-01-08 10:00:00,0.16326530612244897,0.20337845396576798,0.8,0.19301751498765723,0.0,1.0,1.0,0.0,0.06147540983606557
2011-01-08 11:00:00,0.18367346938775508,0.18637431480031325,0.69,0.4562125308569414,0.0,1.0,1.0,0.0,0.0625
2011-01-08 12:00:00,0.18367346938775508,0.18637431480031325,0.59,0.42106500528976143,0.0,1.0,1.0,0.0,0.09938524590163934
2011-01-08 13:00:00,0.18367346938775508,0.18637431480031325,0.44,0.38603502997531447,0.0,1.0,0.0,0.0,0.10348360655737705
2011-01-08 15:00:00,0.18367346938775508,0.16948204497147334,0.32,0.5263900317385682,0.0,1.0,0.0,0.0,0.07479508196721311
2011-01-08 16:00:00,0.16326530612244897,0.13558563597717865,0.29,0.5263900317385682,0.0,1.0,0.0,0.0,0.07684426229508197
2011-01-08 18:00:00,0.12244897959183673,0.1185814968117239,0.39,0.35088750440813454,0.0,1.0,0.0,0.0,0.055327868852459015
2011-01-08 19:00:00,0.12244897959183673,0.1185814968117239,0.36,0.2982249911837311,0.0,1.0,0.0,0.0,0.02971311475409836
2011-01-08 20:00:00,0.1020408163265306,0.1185814968117239,0.36,0.2982249911837311,0.0,1.0,0.0,0.0,0.027663934426229508
2011-01-08 21:00:00,0.1020408163265306,0.10168922698288399,0.39,0.42106500528976143,0.0,1.0,0.0,0.0,0.036885245901639344
2011-01-08 22:00:00,0.1020408163265306,0.10168922698288399,0.36,0.4562125308569414,0.0,1.0,0.0,0.0,0.03381147540983607
2011-01-08 23:00:00,0.08163265306122448,0.05078867882313457,0.39,0.5263900317385682,0.0,1.0,0.0,0.0,0.02151639344262295
2011-01-09 00:00:00,0.08163265306122448,0.06779281798858933,0.42,0.4562125308569414,0.0,1.0,0.0,0.0,0.02459016393442623
2011-01-09 01:00:00,0.08163265306122448,0.05078867882313457,0.42,0.5439050193957917,0.0,1.0,0.0,0.0,0.011270491803278689
2011-01-09 02:00:00,0.08163265306122448,0.05078867882313457,0.46,0.5439050193957917,0.0,1.0,0.0,0.0,0.010245901639344262
2011-01-09 03:00:00,0.08163265306122448,0.06779281798858933,0.46,0.4912425061713883,0.0,1.0,0.0,0.0,0.0030737704918032786
2011-01-09 04:00:00,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,0.0,1.0,0.0,0.0,0.0
2011-01-09 05:00:00,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,0.0,1.0,0.0,0.0,0.0
2011-01-09 06:00:00,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,0.0,1.0,0.0,0.0,0.0
2011-01-09 07:00:00,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,0.0,1.0,0.0,0.0,0.005122950819672131
2011-01-09 08:00:00,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,0.0,1.0,0.0,0.0,0.009221311475409836
2011-01-09 10:00:00,0.12244897959183673,0.10168922698288399,0.43,0.4562125308569414,0.0,1.0,0.0,0.0,0.04918032786885246
2011-01-09 12:00:00,0.16326530612244897,0.13558563597717865,0.37,0.5263900317385682,0.0,1.0,0.0,0.0,0.08401639344262295
2011-01-09 13:00:00,0.18367346938775508,0.16948204497147334,0.34,0.5263900317385682,0.0,1.0,0.0,0.0,0.07581967213114754
2011-01-09 14:00:00,0.2040816326530612,0.18637431480031325,0.32,0.5439050193957917,0.0,1.0,0.0,0.0,0.07274590163934426
2011-01-09 15:00:00,0.2040816326530612,0.20337845396576798,0.35,0.42106500528976143,0.0,1.0,0.0,0.0,0.08299180327868852
