dteday,hr,weekday,temp,atemp,hum,windspeed,cnt,season=1,season=2,season=3,season=4,weathersit=1,weathersit=2,weathersit=3,weathersit=4,holiday=0,holiday=1,workingday=0,workingday=1,dlog_cnt
2011-01-01,0.9130434782608695,1.0,0.3877551020408163,0.4091,0.87,0.22804749030210417,0.03381147540983607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1574527886910433
2011-01-01,0.9565217391304348,1.0,0.3877551020408163,0.4091,0.94,0.2631950158692841,0.027663934426229508,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.3955110162248148
2011-01-01,1.0,1.0,0.4489795918367347,0.4545,0.88,0.35088750440813443,0.0389344262295082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8842024173226548
2011-01-02,0.0,0.0,0.4489795918367347,0.4545,0.88,0.35088750440813443,0.01639344262295082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.4170660197866445
2011-01-02,0.043478260869565216,0.0,0.42857142857142855,0.4394,0.94,0.298224991183731,0.01639344262295082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.75377180237638
2011-01-02,0.08695652173913043,0.0,0.4081632653061224,0.4242,1.0,0.333372516750911,0.00819672131147541,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.5040773967762742
2011-01-02,0.13043478260869565,0.0,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.005122950819672131,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.9459101490553135
2011-01-02,0.17391304347826086,0.0,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.0020491803278688526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.8033603809065353
2011-01-02,0.2608695652173913,0.0,0.4081632653061224,0.4242,0.77,0.35088750440813443,0.0010245901639344263,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-3.2958368660043287
2011-01-02,0.34782608695652173,0.0,0.3877551020408163,0.4091,0.71,0.2631950158692841,0.007172131147540984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.8266785731844681
2011-01-02,0.391304347826087,0.0,0.3673469387755102,0.3939,0.76,0.2631950158692841,0.0194672131147541,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17185025692665956
2011-01-02,0.43478260869565216,0.0,0.3469387755102041,0.3485,0.81,0.2631950158692841,0.05327868852459016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.8718021769015913
2011-01-02,0.4782608695652174,0.0,0.3469387755102041,0.3333,0.71,0.298224991183731,0.0706967213114754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.624668592163159
2011-01-02,0.5217391304347826,0.0,0.3469387755102041,0.3333,0.66,0.35088750440813443,0.0942622950819672,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.8286413964890955
2011-01-02,0.5652173913043478,0.0,0.3469387755102041,0.3485,0.66,0.15786998942047725,0.07581967213114754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.304065093204169
2011-01-02,0.6521739130434783,0.0,0.326530612244898,0.3333,0.81,0.19301751498765723,0.07479508196721311,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.344549292093078
2011-01-02,0.6956521739130435,0.0,0.326530612244898,0.3333,0.71,0.19301751498765723,0.07684426229508197,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.3730491343698699
2011-01-02,0.7391304347826086,0.0,0.326530612244898,0.3333,0.57,0.22804749030210417,0.06557377049180328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.20763936477824485
2011-01-02,0.782608695652174,0.0,0.3469387755102041,0.3333,0.46,0.38603502997531447,0.05327868852459016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.28286278601583215
2011-01-02,0.8260869565217391,0.0,0.30612244897959184,0.2879,0.42,0.5263900317385682,0.02971311475409836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1544927470625663
2011-01-02,0.8695652173913043,0.0,0.2857142857142857,0.2727,0.39,0.4210650052897614,0.02151639344262295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.2595426554807467
2011-01-02,0.9130434782608695,0.0,0.2448979591836735,0.2273,0.44,0.38603502997531447,0.030737704918032786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6592456288842636
2011-01-02,0.9565217391304348,0.0,0.22448979591836735,0.2121,0.44,0.35088750440813443,0.00819672131147541,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.211017899468555
2011-01-02,1.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.007172131147540984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.3715779644809976
2011-01-03,0.0,0.16666666666666666,0.20408163265306123,0.197,0.44,0.4210650052897614,0.004098360655737705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.7725887222397816
2011-01-03,0.043478260869565216,0.16666666666666666,0.18367346938775514,0.1667,0.44,0.49124250617138826,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.9512437185814266
2011-01-03,0.21739130434782608,0.16666666666666666,0.14285714285714288,0.1364,0.47,0.333372516750911,0.0020491803278688526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.351375257163478
2011-01-03,0.2608695652173913,0.16666666666666666,0.12244897959183675,0.1061,0.5,0.45621253085694136,0.02971311475409836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.03390155167568132
2011-01-03,0.30434782608695654,0.16666666666666666,0.12244897959183675,0.1364,0.5,0.22804749030210417,0.06454918032786885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.063693184711697
2011-01-03,0.34782608695652173,0.16666666666666666,0.12244897959183675,0.1212,0.5,0.333372516750911,0.1567622950819672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0845277723371227
2011-01-03,0.391304347826087,0.16666666666666666,0.14285714285714288,0.1364,0.43,0.45621253085694136,0.08913934426229508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0796137575346934
2011-01-03,0.43478260869565216,0.16666666666666666,0.163265306122449,0.1667,0.43,0.298224991183731,0.04405737704918033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.761200115693562
2011-01-03,0.5217391304347826,0.16666666666666666,0.20408163265306123,0.2121,0.35,0.35088750440813443,0.06147540983606557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.401197381662156
2011-01-03,0.5652173913043478,0.16666666666666666,0.22448979591836735,0.2121,0.35,0.333372516750911,0.06147540983606557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7270487322356267
2011-01-03,0.6086956521739131,0.16666666666666666,0.2448979591836735,0.2424,0.3,0.333372516750911,0.0778688524590164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18759861389479848
2011-01-03,0.6521739130434783,0.16666666666666666,0.2448979591836735,0.2424,0.3,0.298224991183731,0.07274590163934426,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.76775804435112
2011-01-03,0.6956521739130435,0.16666666666666666,0.2448979591836735,0.2424,0.3,0.298224991183731,0.07684426229508197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.14842000511827314
2011-01-03,0.7391304347826086,0.16666666666666666,0.22448979591836735,0.2273,0.3,0.2631950158692841,0.1598360655737705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2886558915559747
2011-01-03,0.782608695652174,0.16666666666666666,0.22448979591836735,0.2576,0.32,0.12284001410603032,0.1598360655737705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1378330018213911
2011-01-03,0.8260869565217391,0.16666666666666666,0.18367346938775514,0.2576,0.47,0.0,0.11168032786885246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.597003320007043
2011-01-03,0.8695652173913043,0.16666666666666666,0.18367346938775514,0.2273,0.47,0.12284001410603032,0.05225409836065574,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.16251892949777513
2011-01-03,0.9130434782608695,0.16666666666666666,0.163265306122449,0.197,0.64,0.15786998942047725,0.05225409836065574,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.39890770756200533
2011-01-03,0.9565217391304348,0.16666666666666666,0.12244897959183675,0.1515,0.69,0.15786998942047725,0.0194672131147541,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.3182408978748748
2011-01-03,1.0,0.16666666666666666,0.163265306122449,0.2121,0.55,0.12284001410603032,0.011270491803278689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.9195928407379403
2011-01-04,0.0,0.3333333333333333,0.14285714285714288,0.1818,0.55,0.12284001410603032,0.004098360655737705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.6635616461296467
2011-01-04,0.043478260869565216,0.3333333333333333,0.14285714285714288,0.1818,0.59,0.12284001410603032,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-5.049856007249536
2011-01-04,0.17391304347826086,0.3333333333333333,0.12244897959183675,0.1818,0.63,0.10532502644880687,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.9318256327243253
2011-01-04,0.21739130434782608,0.3333333333333333,0.1020408163265306,0.1515,0.68,0.12284001410603032,0.0030737704918032786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.833213344056216
2011-01-04,0.2608695652173913,0.3333333333333333,0.1020408163265306,0.1515,0.74,0.12284001410603032,0.035860655737704916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6109090823229728
2011-01-04,0.30434782608695654,0.3333333333333333,0.1020408163265306,0.1515,0.74,0.15786998942047725,0.09528688524590163,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1347042203548856
2011-01-04,0.34782608695652173,0.3333333333333333,0.12244897959183675,0.1515,0.69,0.19301751498765723,0.18237704918032788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.795489189172195
2011-01-04,0.391304347826087,0.3333333333333333,0.14285714285714288,0.1515,0.64,0.2631950158692841,0.1014344262295082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.595119850134589
2011-01-04,0.4782608695652174,0.3333333333333333,0.20408163265306123,0.2121,0.51,0.35088750440813443,0.05737704918032787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.025351690735149
2011-01-04,0.5217391304347826,0.3333333333333333,0.20408163265306123,0.2273,0.51,0.19301751498765723,0.07889344262295082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.2451931331855746
2011-01-04,0.5652173913043478,0.3333333333333333,0.22448979591836735,0.2273,0.56,0.22804749030210417,0.09836065573770492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0090001299784226
2011-01-04,0.6086956521739131,0.3333333333333333,0.2448979591836735,0.2576,0.52,0.2631950158692841,0.06352459016393443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.40546510810816416
2011-01-04,0.6521739130434783,0.3333333333333333,0.2653061224489796,0.2727,0.52,0.298224991183731,0.06557377049180328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0229004669324133
2011-01-04,0.6956521739130435,0.3333333333333333,0.2857142857142857,0.2879,0.49,0.298224991183731,0.08401639344262295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1884006028703369
2011-01-04,0.7391304347826086,0.3333333333333333,0.2653061224489796,0.2727,0.48,0.2631950158692841,0.21618852459016394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6382860667717585
2011-01-04,0.782608695652174,0.3333333333333333,0.2448979591836735,0.2576,0.48,0.22804749030210417,0.18545081967213115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1731453405306767
2011-01-04,0.8260869565217391,0.3333333333333333,0.22448979591836735,0.2576,0.48,0.12284001410603032,0.11372950819672131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36572477945865023
2011-01-04,0.8695652173913043,0.3333333333333333,0.22448979591836735,0.2576,0.48,0.12284001410603032,0.05430327868852459,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5940562779157141
2011-01-04,0.9130434782608695,0.3333333333333333,0.20408163265306123,0.2727,0.64,0.0,0.04815573770491803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.27698678333503324
2011-01-04,0.9565217391304348,0.3333333333333333,0.20408163265306123,0.2576,0.64,0.10532502644880687,0.03483606557377049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6325225587435108
2011-01-04,1.0,0.3333333333333333,0.18367346938775514,0.2273,0.69,0.10532502644880687,0.010245901639344262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1041341542702074
2011-01-05,0.0,0.5,0.18367346938775514,0.2576,0.64,0.0,0.005122950819672131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.742420221041966
2011-01-05,0.043478260869565216,0.5,0.14285714285714288,0.197,0.74,0.10532502644880687,0.005122950819672131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.5890591188317256
2011-01-05,0.08695652173913043,0.5,0.14285714285714288,0.197,0.74,0.10532502644880687,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.709530201312334
2011-01-05,0.17391304347826086,0.5,0.22448979591836735,0.2273,0.48,0.2631950158692841,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.9702919135521215
2011-01-05,0.21739130434782608,0.5,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.0020491803278688526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.1570004211501135
2011-01-05,0.2608695652173913,0.5,0.18367346938775514,0.197,0.47,0.2631950158692841,0.03278688524590164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.060624621816434576
2011-01-05,0.30434782608695654,0.5,0.163265306122449,0.1818,0.43,0.22804749030210417,0.08913934426229508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1633230256605382
2011-01-05,0.34782608695652173,0.5,0.18367346938775514,0.1818,0.4,0.35088750440813443,0.1987704918032787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.658420246629228
2011-01-05,0.391304347826087,0.5,0.20408163265306123,0.197,0.37,0.38603502997531447,0.1168032786885246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.1267605359603956
2011-01-05,0.43478260869565216,0.5,0.20408163265306123,0.197,0.37,0.38603502997531447,0.05737704918032787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.025351690735149
2011-01-05,0.4782608695652174,0.5,0.2448979591836735,0.2273,0.33,0.38603502997531447,0.04610655737704918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.806662489770319
2011-01-05,0.5217391304347826,0.5,0.2448979591836735,0.2273,0.33,0.38603502997531447,0.07991803278688525,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.6635616461296467
2011-01-05,0.5652173913043478,0.5,0.2653061224489796,0.2576,0.3,0.35088750440813443,0.07172131147540983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7827593392496324
2011-01-05,0.6086956521739131,0.5,0.2857142857142857,0.2879,0.28,0.22804749030210417,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.35503425448127235
2011-01-05,0.6521739130434783,0.5,0.2857142857142857,0.2879,0.28,0.22804749030210417,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.1569842948900169
2011-01-05,0.6956521739130435,0.5,0.2857142857142857,0.3182,0.28,0.10532502644880687,0.09016393442622951,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.25886163391628925
2011-01-05,0.7391304347826086,0.5,0.22448979591836735,0.2273,0.38,0.22804749030210417,0.19364754098360656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2163953243244932
2011-01-05,0.782608695652174,0.5,0.22448979591836735,0.2424,0.38,0.15786998942047725,0.1721311475409836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3173014896329394
2011-01-05,0.8260869565217391,0.5,0.22448979591836735,0.2576,0.38,0.12284001410603032,0.13422131147540983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5184884965115599
2011-01-05,0.8695652173913043,0.5,0.20408163265306123,0.2273,0.47,0.19301751498765723,0.09016393442622951,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2288415724288475
2011-01-05,0.9130434782608695,0.5,0.18367346938775514,0.197,0.51,0.22804749030210417,0.0430327868852459,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.37320424588994294
2011-01-05,0.9565217391304348,0.5,0.163265306122449,0.197,0.55,0.15786998942047725,0.042008196721311473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3973017974690034
2011-01-05,1.0,0.5,0.18367346938775514,0.2576,0.47,0.0,0.018442622950819672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.586965056582042
2011-01-06,0.0,0.6666666666666666,0.163265306122449,0.2424,0.55,0.0,0.010245901639344262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.9391619220655967
2011-01-06,0.043478260869565216,0.6666666666666666,0.14285714285714288,0.2273,0.64,0.0,0.0030737704918032786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.02535169073515
2011-01-06,0.08695652173913043,0.6666666666666666,0.14285714285714288,0.2273,0.64,0.0,0.0010245901639344263,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.875197323201151
2011-01-06,0.21739130434782608,0.6666666666666666,0.12244897959183675,0.1818,0.69,0.10532502644880687,0.0030737704918032786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.639057329615259
2011-01-06,0.2608695652173913,0.6666666666666666,0.12244897959183675,0.1667,0.63,0.12284001410603032,0.035860655737704916,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15822400521489444
2011-01-06,0.30434782608695654,0.6666666666666666,0.14285714285714288,0.2273,0.59,0.0,0.09631147540983606,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6529230243738393
2011-01-06,0.34782608695652173,0.6666666666666666,0.14285714285714288,0.2273,0.59,0.0,0.22336065573770492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.081909969795044
2011-01-06,0.391304347826087,0.6666666666666666,0.163265306122449,0.2424,0.51,0.0,0.12397540983606557,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.6971782569286313
2011-01-06,0.43478260869565216,0.6666666666666666,0.18367346938775514,0.2576,0.47,0.0,0.045081967213114756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.7841896339182606
2011-01-06,0.5217391304347826,0.6666666666666666,0.2448979591836735,0.2879,0.35,0.0,0.08504098360655737,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.3202283191284883
2011-01-06,0.5652173913043478,0.6666666666666666,0.2448979591836735,0.2727,0.35,0.12284001410603032,0.06762295081967214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6343066805370121
2011-01-06,0.6086956521739131,0.6666666666666666,0.2653061224489796,0.2727,0.36,0.19301751498765723,0.0706967213114754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3091882776727446
2011-01-06,0.6521739130434783,0.6666666666666666,0.2653061224489796,0.2727,0.36,0.0,0.0625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.2736211986157777
2011-01-06,0.6956521739130435,0.6666666666666666,0.2448979591836735,0.2576,0.38,0.19301751498765723,0.08709016393442623,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3531392891064242
2011-01-06,0.7391304347826086,0.6666666666666666,0.20408163265306123,0.2273,0.51,0.19301751498765723,0.17520491803278687,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3574739225843988
2011-01-06,0.782608695652174,0.6666666666666666,0.20408163265306123,0.2273,0.51,0.15786998942047725,0.16598360655737704,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.027153324685965
2011-01-06,0.8260869565217391,0.6666666666666666,0.20408163265306123,0.2576,0.55,0.10532502644880687,0.11372950819672131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29068959351573653
2011-01-06,0.8695652173913043,0.6666666666666666,0.18367346938775514,0.2121,0.51,0.19301751498765723,0.06967213114754098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02985296314968089
2011-01-06,0.9130434782608695,0.6666666666666666,0.20408163265306123,0.2121,0.55,0.2631950158692841,0.04815573770491803,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3839589028872008
2011-01-06,0.9565217391304348,0.6666666666666666,0.20408163265306123,0.2121,0.51,0.333372516750911,0.05225409836065574,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.17904823144898563
